pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,entry_time,exit_time,profit,entry_rate,exit_rate,entry_oracle_regime,entry_oracle_bear_prob,entry_oracle_bull_prob,entry_oracle_neutral_prob,entry_oracle_confidence,entry_oracle_prediction_time,entry_oracle_do_predict,exit_oracle_regime,exit_oracle_bear_prob,exit_oracle_bull_prob,exit_oracle_neutral_prob,exit_oracle_confidence,exit_oracle_prediction_time,exit_oracle_do_predict,oracle_regime_changed,oracle_regime_change
BTC/USDT:USDT,328.0791,328.0791,0.03,2020-09-18 00:00:00+00:00,2020-10-10 02:00:00+00:00,10935.97,11465.523,0.001,0.001,31800,0.04405418687754868,14.46771124,trailing_stop_loss,9842.373,-0.1,11465.523,-0.001,10132.21,11477.0,False,,1.0,False,1600387200000,1602295200000,"[{'amount': 0.03, 'safe_price': 10935.97, 'ft_order_side': 'buy', 'order_filled_timestamp': 1600387200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 328.40717909999995}, {'amount': 0.03, 'safe_price': 11465.523, 'ft_order_side': 'sell', 'order_filled_timestamp': 1602295200000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 344.3096556899999}]",-0.7468339709325242,5,2020-09-18 00:00:00+00:00,2020-10-10 02:00:00+00:00,14.46771124,10935.97,11465.523,BULL,0.33122140169143677,0.48917028307914734,0.1796083003282547,0.48917028307914734,2020-09-18 00:00:00+00:00,True,BULL,0.4169512987136841,0.4621686041355133,0.12088014930486679,0.4621686041355133,2020-10-10 02:00:00+00:00,True,False,BULL -> BULL
BTC/USDT:USDT,330.33668,330.33668,0.029,2020-10-10 03:00:00+00:00,2020-10-19 15:00:00+00:00,11390.92,11817.171,0.001,0.001,13680,0.0325483886420262,10.76267857,trailing_stop_loss,10251.828,-0.1,11817.171,-0.001,11157.0,11829.0,False,,1.0,False,1602298800000,1603119600000,"[{'amount': 0.029, 'safe_price': 11390.92, 'ft_order_side': 'buy', 'order_filled_timestamp': 1602298800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 330.66701667999996}, {'amount': 0.029, 'safe_price': 11817.171, 'ft_order_side': 'sell', 'order_filled_timestamp': 1603119600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 343.040656959}]",-0.9255657918707051,0,2020-10-10 03:00:00+00:00,2020-10-19 15:00:00+00:00,10.76267857,11390.92,11817.171,BULL,0.3642744719982147,0.6326637268066406,0.0030618368182331324,0.6326637268066406,2020-10-10 03:00:00+00:00,True,BEAR,0.6278147101402283,0.3680349886417389,0.00415031798183918,0.6278147101402283,2020-10-19 15:00:00+00:00,True,True,BULL -> BEAR
BTC/USDT:USDT,330.97506,330.97506,0.026,2020-10-21 16:00:00+00:00,2020-10-21 22:00:00+00:00,12729.81,13206.78,0.001,0.001,360,0.03529598366018971,11.6937724,trailing_stop_loss,11456.829,-0.1,13206.78,-0.001,12655.55,13220.0,False,,1.0,False,1603296000000,1603317600000,"[{'amount': 0.026, 'safe_price': 12729.81, 'ft_order_side': 'buy', 'order_filled_timestamp': 1603296000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 331.30603505999994}, {'amount': 0.026, 'safe_price': 13206.78, 'ft_order_side': 'sell', 'order_filled_timestamp': 1603317600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 343.71965628}]",-0.033096256861902006,2,2020-10-21 16:00:00+00:00,2020-10-21 22:00:00+00:00,11.6937724,12729.81,13206.78,BULL,0.3324383795261383,0.6653771996498108,0.002184399403631687,0.6653771996498108,2020-10-21 16:00:00+00:00,True,BEAR,0.5400845408439636,0.3289492428302765,0.13096623122692108,0.5400845408439636,2020-10-21 22:00:00+00:00,True,True,BULL -> BEAR
BTC/USDT:USDT,338.62946,338.62946,0.026,2020-10-26 00:00:00+00:00,2020-10-27 11:00:00+00:00,13024.21,13496.99949,0.001,0.001,2100,0.033776330061744804,11.44909807,trailing_stop_loss,11721.788999999999,-0.1,13496.99949,-0.001,12729.0,13510.51,False,,1.0,False,1603670400000,1603796400000,"[{'amount': 0.026, 'safe_price': 13024.21, 'ft_order_side': 'buy', 'order_filled_timestamp': 1603670400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 338.9680894599999}, {'amount': 0.026, 'safe_price': 13496.99949, 'ft_order_side': 'sell', 'order_filled_timestamp': 1603796400000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 351.2729087267399}]",-0.153877218727414,1,2020-10-26 00:00:00+00:00,2020-10-27 11:00:00+00:00,11.44909807,13024.21,13496.99949,BULL,0.34680813550949097,0.612443745136261,0.04074808955192566,0.612443745136261,2020-10-26 00:00:00+00:00,True,BEAR,0.943603515625,0.05403725802898407,0.0023592449724674225,0.943603515625,2020-10-27 11:00:00+00:00,True,True,BULL -> BEAR
BTC/USDT:USDT,335.44975,335.44975,0.025,2020-10-29 15:00:00+00:00,2020-10-31 09:00:00+00:00,13417.99,13986.0,0.001,0.001,2520,0.04099836094696726,13.76664282,trailing_stop_loss,12076.191,-0.1,13986.0,-0.001,13100.0,14000.0,False,,1.0,False,1603983600000,1604134800000,"[{'amount': 0.025, 'safe_price': 13417.99, 'ft_order_side': 'buy', 'order_filled_timestamp': 1603983600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 335.78519974999995}, {'amount': 0.025, 'safe_price': 13986.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1604134800000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 349.99965}]",0.2514925698754388,5,2020-10-29 15:00:00+00:00,2020-10-31 09:00:00+00:00,13.76664282,13417.99,13986.0,BEAR,0.7865256667137146,0.2038678377866745,0.00960646104067564,0.7865256667137146,2020-10-29 15:00:00+00:00,True,BEAR,0.5168079733848572,0.39960479736328125,0.08358725160360336,0.5168079733848572,2020-10-31 09:00:00+00:00,True,False,BEAR -> BEAR
BTC/USDT:USDT,337.20325,337.20325,0.025,2020-11-02 16:00:00+00:00,2020-11-05 12:00:00+00:00,13488.13,14836.943000000001,0.001,0.001,4080,-0.10251942807293327,-34.53531445,stop_loss,14836.943000000001,-0.1,14836.943000000001,-0.1,13276.33,14935.0,False,,1.0,True,1604332800000,1604577600000,"[{'amount': 0.025, 'safe_price': 13488.13, 'ft_order_side': 'sell', 'order_filled_timestamp': 1604332800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 337.54045325}, {'amount': 0.025, 'safe_price': 14836.943000000001, 'ft_order_side': 'buy', 'order_filled_timestamp': 1604577600000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 371.294498575}]",-0.10686262070323457,3,2020-11-02 16:00:00+00:00,2020-11-05 12:00:00+00:00,-34.53531445,13488.13,14836.943000000001,BEAR,0.5585038065910339,0.3701834976673126,0.07131266593933105,0.5585038065910339,2020-11-02 16:00:00+00:00,True,BEAR,0.8578212857246399,0.13843682408332825,0.003741852706298232,0.8578212857246399,2020-11-05 12:00:00+00:00,True,False,BEAR -> BEAR
BTC/USDT:USDT,332.63934,332.63934,0.022,2020-11-05 20:00:00+00:00,2020-11-05 22:00:00+00:00,15119.97,15596.388,0.001,0.001,120,0.02944823206876396,9.80543612,trailing_stop_loss,13607.973,-0.1,15596.388,-0.001,15016.6,15612.0,False,,1.0,False,1604606400000,1604613600000,"[{'amount': 0.022, 'safe_price': 15119.97, 'ft_order_side': 'buy', 'order_filled_timestamp': 1604606400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 332.9719793399999}, {'amount': 0.022, 'safe_price': 15596.388, 'ft_order_side': 'sell', 'order_filled_timestamp': 1604613600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 343.463656536}]",0.0,3,2020-11-05 20:00:00+00:00,2020-11-05 22:00:00+00:00,9.80543612,15119.97,15596.388,BULL,0.4289666414260864,0.5634964108467102,0.007536977995187044,0.5634964108467102,2020-11-05 20:00:00+00:00,True,BULL,0.4289666414260864,0.5634964108467102,0.007536977995187044,0.5634964108467102,2020-11-05 22:00:00+00:00,True,False,BULL -> BULL
BTC/USDT:USDT,342.04368,342.04368,0.022,2020-11-05 23:00:00+00:00,2020-11-12 09:00:00+00:00,15547.44,16113.87,0.001,0.001,9240,0.031326753623712886,10.72583321,trailing_stop_loss,13992.696,-0.1,16113.87,-0.001,14350.0,16130.0,False,,1.0,False,1604617200000,1605171600000,"[{'amount': 0.022, 'safe_price': 15547.44, 'ft_order_side': 'buy', 'order_filled_timestamp': 1604617200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 342.38572367999996}, {'amount': 0.022, 'safe_price': 16113.87, 'ft_order_side': 'sell', 'order_filled_timestamp': 1605171600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 354.85964513999994}]",-1.0390779658296616,3,2020-11-05 23:00:00+00:00,2020-11-12 09:00:00+00:00,10.72583321,15547.44,16113.87,BULL,0.42458537220954895,0.5724865198135376,0.0029281298629939556,0.5724865198135376,2020-11-05 23:00:00+00:00,True,BEAR,0.9344865083694458,0.056722406297922134,0.008791078813374043,0.9344865083694458,2020-11-12 09:00:00+00:00,True,True,BULL -> BEAR
BTC/USDT:USDT,333.63183,333.63183,0.021,2020-11-12 13:00:00+00:00,2020-11-13 00:00:00+00:00,15887.23,16432.30125,0.001,0.001,660,0.03203839598073925,10.69971771,trailing_stop_loss,14298.507,-0.1,16432.30125,-0.001,15821.0,16448.75,False,,1.0,False,1605186000000,1605225600000,"[{'amount': 0.021, 'safe_price': 15887.23, 'ft_order_side': 'buy', 'order_filled_timestamp': 1605186000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 333.96546183}, {'amount': 0.021, 'safe_price': 16432.30125, 'ft_order_side': 'sell', 'order_filled_timestamp': 1605225600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 345.42340457625}]",-0.06806838637065601,4,2020-11-12 13:00:00+00:00,2020-11-13 00:00:00+00:00,10.69971771,15887.23,16432.30125,BULL,0.43301501870155334,0.5195402503013611,0.04744473472237587,0.5195402503013611,2020-11-12 13:00:00+00:00,True,BEAR,0.9552715420722961,0.03804784640669823,0.006680594757199287,0.9552715420722961,2020-11-13 00:00:00+00:00,True,True,BULL -> BEAR
BTC/USDT:USDT,349.28322,349.28322,0.022,2020-11-14 20:00:00+00:00,2020-11-17 16:00:00+00:00,15876.51,17464.161,0.001,0.001,4080,-0.10127213940866941,-35.33728629,stop_loss,17464.161,-0.1,17464.161,-0.1,15768.0,17780.48,False,,1.0,True,1605384000000,1605628800000,"[{'amount': 0.022, 'safe_price': 15876.51, 'ft_order_side': 'sell', 'order_filled_timestamp': 1605384000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 349.63250321999993}, {'amount': 0.022, 'safe_price': 17464.161, 'ft_order_side': 'buy', 'order_filled_timestamp': 1605628800000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 384.5957535419999}]",0.324530468712582,1,2020-11-14 20:00:00+00:00,2020-11-17 16:00:00+00:00,-35.33728629,15876.51,17464.161,BEAR,0.5272284150123596,0.39596834778785706,0.0768032819032669,0.5272284150123596,2020-11-14 20:00:00+00:00,True,BULL,0.4732634425163269,0.5246812701225281,0.0020553062204271555,0.5246812701225281,2020-11-17 16:00:00+00:00,True,True,BEAR -> BULL
