pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,entry_time,exit_time,profit,entry_rate,exit_rate,entry_oracle_regime,entry_oracle_bear_prob,entry_oracle_bull_prob,entry_oracle_neutral_prob,entry_oracle_confidence,entry_oracle_prediction_time,entry_oracle_do_predict,exit_oracle_regime,exit_oracle_bear_prob,exit_oracle_bull_prob,exit_oracle_neutral_prob,exit_oracle_confidence,exit_oracle_prediction_time,exit_oracle_do_predict,oracle_regime_changed,oracle_regime_change
BTC/USDT:USDT,329.10413,329.10413,0.019,2020-11-17 16:00:00+00:00,2020-11-17 17:00:00+00:00,17321.27,17872.209899999998,0.001,0.001,60,0.029645683155774323,9.76627328,trailing_stop_loss,15589.143,-0.1,17872.209899999998,-0.001,17267.22,17890.1,False,,1.0,False,1605628800000,1605632400000,"[{'amount': 0.019, 'safe_price': 17321.27, 'ft_order_side': 'buy', 'order_filled_timestamp': 1605628800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 329.43323412999996}, {'amount': 0.019, 'safe_price': 17872.209899999998, 'ft_order_side': 'sell', 'order_filled_timestamp': 1605632400000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 339.9115600880999}]",-0.032908702055719,1,2020-11-17 16:00:00+00:00,2020-11-17 17:00:00+00:00,9.76627328,17321.27,17872.209899999998,BULL,0.4732634425163269,0.5246812701225281,0.0020553062204271555,0.5246812701225281,2020-11-17 16:00:00+00:00,True,BULL,0.4732634425163269,0.5246812701225281,0.0020553062204271555,0.5246812701225281,2020-11-17 17:00:00+00:00,True,False,BULL -> BULL
BTC/USDT:USDT,338.8023,338.8023,0.019,2020-11-17 18:00:00+00:00,2020-11-18 04:00:00+00:00,17831.7,18501.48,0.001,0.001,600,0.03527889379629465,11.96452293,trailing_stop_loss,16048.53,-0.1,18501.48,-0.001,17472.48,18520.0,False,,1.0,False,1605636000000,1605672000000,"[{'amount': 0.019, 'safe_price': 17831.7, 'ft_order_side': 'buy', 'order_filled_timestamp': 1605636000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 339.14110229999994}, {'amount': 0.019, 'safe_price': 18501.48, 'ft_order_side': 'sell', 'order_filled_timestamp': 1605672000000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 351.87964811999996}]",-0.07096664756219999,2,2020-11-17 18:00:00+00:00,2020-11-18 04:00:00+00:00,11.96452293,17831.7,18501.48,BULL,0.4732634425163269,0.5246812701225281,0.0020553062204271555,0.5246812701225281,2020-11-17 18:00:00+00:00,True,BULL,0.1941903978586197,0.8045328855514526,0.0012767143780365586,0.8045328855514526,2020-11-18 04:00:00+00:00,True,False,BULL -> BULL
BTC/USDT:USDT,331.2,331.2,0.018,2020-11-18 05:00:00+00:00,2020-11-24 10:00:00+00:00,18400.0,19160.82,0.001,0.001,8940,0.0293819320172581,9.74102718,trailing_stop_loss,16560.0,-0.1,19160.82,-0.001,17215.03,19180.0,False,,1.0,False,1605675600000,1606212000000,"[{'amount': 0.018, 'safe_price': 18400.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1605675600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 331.53119999999996}, {'amount': 0.018, 'safe_price': 19160.82, 'ft_order_side': 'sell', 'order_filled_timestamp': 1606212000000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 345.23965475999995}]",-3.277638058421876,1,2020-11-18 05:00:00+00:00,2020-11-24 10:00:00+00:00,9.74102718,18400.0,19160.82,BULL,0.1941903978586197,0.8045328855514526,0.0012767143780365586,0.8045328855514526,2020-11-18 05:00:00+00:00,True,BEAR,0.5445273518562317,0.41491764783859253,0.04055500403046608,0.5445273518562317,2020-11-24 10:00:00+00:00,True,True,BULL -> BEAR
BTC/USDT:USDT,348.1281,348.1281,0.018,2020-11-30 16:00:00+00:00,2020-12-16 13:00:00+00:00,19340.45,20347.160110110108,0.001,0.001,22860,0.04432539196208087,15.4463454,roi,17406.405000000002,-0.1,20545.12431,-0.001,17555.0,20565.69,False,,1.0,False,1606752000000,1608123600000,"[{'amount': 0.018, 'safe_price': 19340.45, 'ft_order_side': 'buy', 'order_filled_timestamp': 1606752000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 348.4762280999999}, {'amount': 0.018, 'safe_price': 20347.160110110108, 'ft_order_side': 'sell', 'order_filled_timestamp': 1608123600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 366.6151308639639}]",-1.9600596000681656,2,2020-11-30 16:00:00+00:00,2020-12-16 13:00:00+00:00,15.4463454,19340.45,20347.160110110108,BULL,0.2723638713359833,0.7262536883354187,0.0013824035413563251,0.7262536883354187,2020-11-30 16:00:00+00:00,True,BEAR,0.9644126892089844,0.030812032520771027,0.0047752815298736095,0.9644126892089844,2020-12-16 13:00:00+00:00,True,True,BULL -> BEAR
BTC/USDT:USDT,341.54896,341.54896,0.016,2020-12-17 00:00:00+00:00,2020-12-17 03:00:00+00:00,21346.81,22199.778,0.001,0.001,180,0.03777989549721954,12.9165877,trailing_stop_loss,19212.129,-0.1,22199.778,-0.001,21231.5,22222.0,False,,1.0,False,1608163200000,1608174000000,"[{'amount': 0.016, 'safe_price': 21346.81, 'ft_order_side': 'buy', 'order_filled_timestamp': 1608163200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 341.89050896}, {'amount': 0.016, 'safe_price': 22199.778, 'ft_order_side': 'sell', 'order_filled_timestamp': 1608174000000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 355.55164444799993}]",-0.034154896000000004,3,2020-12-17 00:00:00+00:00,2020-12-17 03:00:00+00:00,12.9165877,21346.81,22199.778,BULL,0.3829899728298187,0.614482581615448,0.0025274206418544054,0.614482581615448,2020-12-17 00:00:00+00:00,True,BULL,0.1520572155714035,0.8460134267807007,0.0019294079393148422,0.8460134267807007,2020-12-17 03:00:00+00:00,True,False,BULL -> BULL
BTC/USDT:USDT,348.29952,348.29952,0.016,2020-12-17 04:00:00+00:00,2020-12-17 07:00:00+00:00,21768.72,22490.97651,0.001,0.001,180,0.031114346376624087,10.84794902,trailing_stop_loss,19591.848,-0.1,22490.97651,-0.001,21742.86,22513.49,False,,1.0,False,1608177600000,1608188400000,"[{'amount': 0.016, 'safe_price': 21768.72, 'ft_order_side': 'buy', 'order_filled_timestamp': 1608177600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 348.64781952}, {'amount': 0.016, 'safe_price': 22490.97651, 'ft_order_side': 'sell', 'order_filled_timestamp': 1608188400000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 360.2154797841599}]",0.0,3,2020-12-17 04:00:00+00:00,2020-12-17 07:00:00+00:00,10.84794902,21768.72,22490.97651,BULL,0.1520572155714035,0.8460134267807007,0.0019294079393148422,0.8460134267807007,2020-12-17 04:00:00+00:00,True,BULL,0.15070833265781403,0.8478567004203796,0.0014349163975566626,0.8478567004203796,2020-12-17 07:00:00+00:00,True,False,BULL -> BULL
BTC/USDT:USDT,359.92,359.92,0.016,2020-12-17 08:00:00+00:00,2020-12-17 09:00:00+00:00,22495.0,23864.15196,0.001,0.001,60,0.05853184559938839,21.08784865,trailing_stop_loss,20245.5,-0.1,23864.15196,-0.001,22300.0,23888.04,False,,1.0,False,1608192000000,1608195600000,"[{'amount': 0.016, 'safe_price': 22495.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1608192000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 360.27992}, {'amount': 0.016, 'safe_price': 23864.15196, 'ft_order_side': 'sell', 'order_filled_timestamp': 1608195600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 382.20825779136}]",-0.076836280872,3,2020-12-17 08:00:00+00:00,2020-12-17 09:00:00+00:00,21.08784865,22495.0,23864.15196,BULL,0.15070833265781403,0.8478567004203796,0.0014349163975566626,0.8478567004203796,2020-12-17 08:00:00+00:00,True,BULL,0.15070833265781403,0.8478567004203796,0.0014349163975566626,0.8478567004203796,2020-12-17 09:00:00+00:00,True,False,BULL -> BULL
BTC/USDT:USDT,363.2472,363.2472,0.016,2020-12-17 10:00:00+00:00,2020-12-17 16:00:00+00:00,22702.95,23663.872440000003,0.001,0.001,360,0.03968253855495932,14.42898559,trailing_stop_loss,20432.655000000002,-0.1,23663.872440000003,-0.001,22438.07,23687.56,False,,1.0,False,1608199200000,1608220800000,"[{'amount': 0.016, 'safe_price': 22702.95, 'ft_order_side': 'buy', 'order_filled_timestamp': 1608199200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 363.61044719999995}, {'amount': 0.016, 'safe_price': 23663.872440000003, 'ft_order_side': 'sell', 'order_filled_timestamp': 1608220800000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 379.00058099904}]",-0.20390428704,3,2020-12-17 10:00:00+00:00,2020-12-17 16:00:00+00:00,14.42898559,22702.95,23663.872440000003,BULL,0.15070833265781403,0.8478567004203796,0.0014349163975566626,0.8478567004203796,2020-12-17 10:00:00+00:00,True,BULL,0.12499871104955673,0.8737397789955139,0.0012614530278369784,0.8737397789955139,2020-12-17 16:00:00+00:00,True,False,BULL -> BULL
BTC/USDT:USDT,354.1803,354.1803,0.015,2020-12-17 17:00:00+00:00,2020-12-25 11:00:00+00:00,23612.02,24693.282,0.001,0.001,11160,0.03733908836962282,13.23799429,trailing_stop_loss,21250.818,-0.1,24693.282,-0.001,21920.0,24718.0,False,,1.0,False,1608224400000,1608894000000,"[{'amount': 0.015, 'safe_price': 23612.02, 'ft_order_side': 'buy', 'order_filled_timestamp': 1608224400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 354.5344802999999}, {'amount': 0.015, 'safe_price': 24693.282, 'ft_order_side': 'sell', 'order_filled_timestamp': 1608894000000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 370.76962922999996}]",-2.256356176166864,4,2020-12-17 17:00:00+00:00,2020-12-25 11:00:00+00:00,13.23799429,23612.02,24693.282,BULL,0.12499871104955673,0.8737397789955139,0.0012614530278369784,0.8737397789955139,2020-12-17 17:00:00+00:00,True,BEAR,0.9579123258590698,0.0404401458799839,0.0016475011361762881,0.9579123258590698,2020-12-25 11:00:00+00:00,True,True,BULL -> BEAR
BTC/USDT:USDT,359.83324,359.83324,0.013,2020-12-27 12:00:00+00:00,2020-12-30 19:00:00+00:00,27679.48,28924.466579999997,0.001,0.001,4740,0.03759723994185936,13.5422654,trailing_stop_loss,24911.532,-0.1,28924.466579999997,-0.001,25850.0,28953.42,False,,1.0,False,1609070400000,1609354800000,"[{'amount': 0.013, 'safe_price': 27679.48, 'ft_order_side': 'buy', 'order_filled_timestamp': 1609070400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 360.19307323999993}, {'amount': 0.013, 'safe_price': 28924.466579999997, 'ft_order_side': 'sell', 'order_filled_timestamp': 1609354800000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 376.3940836055399}]",-1.9067088376656764,2,2020-12-27 12:00:00+00:00,2020-12-30 19:00:00+00:00,13.5422654,27679.48,28924.466579999997,BULL,0.1429901272058487,0.8538355231285095,0.00317428563721478,0.8538355231285095,2020-12-27 12:00:00+00:00,True,BEAR,0.9622284770011902,0.03640955686569214,0.0013619581004604697,0.9622284770011902,2020-12-30 19:00:00+00:00,True,True,BULL -> BEAR
BTC/USDT:USDT,354.18251,354.18251,0.011,2021-01-03 00:00:00+00:00,2021-01-03 04:00:00+00:00,32198.41,33296.679990000004,0.001,0.001,240,0.030803896805947556,10.92111169,trailing_stop_loss,28978.569,-0.1,33296.679990000004,-0.001,32000.02,33330.01,False,,1.0,False,1609632000000,1609646400000,"[{'amount': 0.011, 'safe_price': 32198.41, 'ft_order_side': 'buy', 'order_filled_timestamp': 1609632000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 354.53669250999997}, {'amount': 0.011, 'safe_price': 33296.679990000004, 'ft_order_side': 'sell', 'order_filled_timestamp': 1609646400000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 366.62974336989}]",-0.4394122078258,6,2021-01-03 00:00:00+00:00,2021-01-03 04:00:00+00:00,10.92111169,32198.41,33296.679990000004,BULL,0.38430821895599365,0.6107524037361145,0.0049393558874726295,0.6107524037361145,2021-01-03 00:00:00+00:00,True,BEAR,0.9557077288627625,0.04302261024713516,0.0012696090852841735,0.9557077288627625,2021-01-03 04:00:00+00:00,True,True,BULL -> BEAR
BTC/USDT:USDT,379.10477,379.10477,0.011,2021-01-03 12:00:00+00:00,2021-01-04 09:00:00+00:00,34464.07,31017.663,0.001,0.001,1260,-0.10708234897893604,-40.63602471,stop_loss,31017.663,-0.1,31017.663,-0.1,30400.0,34663.0,False,,1.0,False,1609675200000,1609750800000,"[{'amount': 0.011, 'safe_price': 34464.07, 'ft_order_side': 'buy', 'order_filled_timestamp': 1609675200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 379.48387476999994}, {'amount': 0.011, 'safe_price': 31017.663, 'ft_order_side': 'sell', 'order_filled_timestamp': 1609750800000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 341.5354872929999}]",-2.0052486483177123,0,2021-01-03 12:00:00+00:00,2021-01-04 09:00:00+00:00,-40.63602471,34464.07,31017.663,BULL,0.4771290421485901,0.5149050951004028,0.007965849712491035,0.5149050951004028,2021-01-03 12:00:00+00:00,True,BULL,0.05892816185951233,0.9009878039360046,0.04008409380912781,0.9009878039360046,2021-01-04 09:00:00+00:00,True,False,BULL -> BULL
BTC/USDT:USDT,341.70378,341.70378,0.011,2021-01-04 18:00:00+00:00,2021-01-05 05:00:00+00:00,31063.98,30034.094089999995,0.001,0.001,660,0.032129889358100294,10.96792574,trailing_stop_loss,34170.378000000004,-0.1,30034.094089999995,-0.001,30004.09,32900.0,False,,1.0,True,1609783200000,1609822800000,"[{'amount': 0.011, 'safe_price': 31063.98, 'ft_order_side': 'sell', 'order_filled_timestamp': 1609783200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 342.04548378}, {'amount': 0.011, 'safe_price': 30034.094089999995, 'ft_order_side': 'buy', 'order_filled_timestamp': 1609822800000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 330.7054100249899}]",0.31125954369840003,1,2021-01-04 18:00:00+00:00,2021-01-05 05:00:00+00:00,10.96792574,31063.98,30034.094089999995,BEAR,0.7085670232772827,0.19646044075489044,0.09497255086898804,0.7085670232772827,2021-01-04 18:00:00+00:00,True,BULL,0.012158126570284367,0.9424259662628174,0.04541587829589844,0.9424259662628174,2021-01-05 05:00:00+00:00,True,True,BEAR -> BULL
